Insertion Sort,Repetitions list,3712,1.73178537687
Insertion Sort,Sorted list,3712,1.75548617045
Insertion Sort,Sorted rep. list,3712,1.72914004326
Qick Sort,Random list,3712,0.923655033112
Qick Sort,Repetitions list,3712,0.848607699076
Qick Sort,Sorted list,3712,0.911750713984
Qick Sort,Sorted rep. list,3712,0.846324205399
Qick Sort (RP),Random list,3712,0.819687366486
Qick Sort (RP),Repetitions list,3712,0.758555253347
Qick Sort (RP),Sorted list,3712,0.781251748403
Qick Sort (RP),Sorted rep. list,3712,0.740257024765
Bubble Sort,Random list,3840,4.85665631294
Bubble Sort,Repetitions list,3840,8.02214662234
Bubble Sort,Sorted list,3840,4.8478170236
Bubble Sort,Sorted rep. list,3840,8.01161003113
Insertion Sort,Random list,3840,1.8953016599
Insertion Sort,Repetitions list,3840,1.85191869736
Insertion Sort,Sorted list,3840,1.87482309341
Insertion Sort,Sorted rep. list,3840,1.84725427628
Qick Sort,Random list,3840,0.953641255697
Qick Sort,Repetitions list,3840,0.876975218455
Qick Sort,Sorted list,3840,0.95011639595
Qick Sort,Sorted rep. list,3840,0.877511024475
Qick Sort (RP),Random list,3840,0.864878018697
Qick Sort (RP),Repetitions list,3840,0.75709939003
Qick Sort (RP),Sorted list,3840,0.855486631393
Qick Sort (RP),Sorted rep. list,3840,0.77832865715
Bubble Sort,Random list,3968,5.20068693161
Bubble Sort,Repetitions list,3968,8.57912238439
Bubble Sort,Sorted list,3968,5.1901122729
Bubble Sort,Sorted rep. list,3968,8.57226490974
Insertion Sort,Random list,3968,2.01263467471
Insertion Sort,Repetitions list,3968,1.97886220614
Insertion Sort,Sorted list,3968,2.01089763641
Insertion Sort,Sorted rep. list,3968,1.97748231888
Qick Sort,Random list,3968,1.00242654483
Qick Sort,Repetitions list,3968,0.908992767334
Qick Sort,Sorted list,3968,0.99763361613
Qick Sort,Sorted rep. list,3968,0.918864647547
Qick Sort (RP),Random list,3968,0.864896933238
Qick Sort (RP),Repetitions list,3968,0.837128718694
Qick Sort (RP),Sorted list,3968,0.885066429774
Qick Sort (RP),Sorted rep. list,3968,0.796456893285
Bubble Sort,Random list,4096,5.55488626162
Bubble Sort,Repetitions list,4096,9.14663966497
Bubble Sort,Sorted list,4096,5.55938688914
Bubble Sort,Sorted rep. list,4096,9.13786800702
Insertion Sort,Random list,4096,2.147443374
Insertion Sort,Repetitions list,4096,2.11172763507
Insertion Sort,Sorted list,4096,2.14958524704
Insertion Sort,Sorted rep. list,4096,2.11613202095
Qick Sort,Random list,4096,1.04275496801
Qick Sort,Repetitions list,4096,0.948321342468
Qick Sort,Sorted list,4096,1.02298204104
Qick Sort,Sorted rep. list,4096,0.948351780574
Qick Sort (RP),Random list,4096,0.897313117981
Qick Sort (RP),Repetitions list,4096,0.870633125305
Qick Sort (RP),Sorted list,4096,0.894165039062
Qick Sort (RP),Sorted rep. list,4096,0.842305103938
Bubble Sort,Random list,4224,5.93960515658
Bubble Sort,Repetitions list,4224,9.70229570071
Bubble Sort,Sorted list,4224,5.90602461497
Bubble Sort,Sorted rep. list,4224,9.70015494029
Insertion Sort,Random list,4224,2.27583201726
Insertion Sort,Repetitions list,4224,2.23614295324
Insertion Sort,Sorted list,4224,2.27251887321
Insertion Sort,Sorted rep. list,4224,2.23652044932
Qick Sort,Random list,4224,1.07494656245
Qick Sort,Repetitions list,4224,0.988777399063
Qick Sort,Sorted list,4224,1.07296466827
Qick Sort,Sorted rep. list,4224,0.988454341888
Qick Sort (RP),Random list,4224,0.932645241419
Qick Sort (RP),Repetitions list,4224,0.863336404165
Qick Sort (RP),Sorted list,4224,0.926891883214
Qick Sort (RP),Sorted rep. list,4224,0.893597682317
Bubble Sort,Random list,4352,6.28022527695
Bubble Sort,Repetitions list,4352,10.3379294078
Bubble Sort,Sorted list,4352,6.27555012703
Bubble Sort,Sorted rep. list,4352,10.322201252
Insertion Sort,Random list,4352,2.41224972407
Insertion Sort,Repetitions list,4352,2.37943768501
Insertion Sort,Sorted list,4352,2.42204968135
Insertion Sort,Sorted rep. list,4352,2.38318737348
Qick Sort,Random list,4352,1.11327640216
Qick Sort,Repetitions list,4352,1.01973970731
Qick Sort,Sorted list,4352,1.10739676158
Qick Sort,Sorted rep. list,4352,1.0219010512
Qick Sort (RP),Random list,4352,0.995489994685
Qick Sort (RP),Repetitions list,4352,0.918023745219
Qick Sort (RP),Sorted list,4352,0.984393278758
Qick Sort (RP),Sorted rep. list,4352,0.911071062088
Bubble Sort,Random list,4480,6.6649723053
Bubble Sort,Repetitions list,4480,10.9433259964
Bubble Sort,Sorted list,4480,6.63110097249
Bubble Sort,Sorted rep. list,4480,10.9514648914
Insertion Sort,Random list,4480,2.56597304344
Insertion Sort,Repetitions list,4480,2.5255420208
Insertion Sort,Sorted list,4480,2.56215707461
Insertion Sort,Sorted rep. list,4480,2.52551102638
Qick Sort,Random list,4480,1.15711593628
Qick Sort,Repetitions list,4480,1.05192136765
Qick Sort,Sorted list,4480,1.15639058749
Qick Sort,Sorted rep. list,4480,1.05946000417
Qick Sort (RP),Random list,4480,1.01026598612
Qick Sort (RP),Repetitions list,4480,0.934280713399
Qick Sort (RP),Sorted list,4480,1.01604239146
Qick Sort (RP),Sorted rep. list,4480,0.928565263748
Bubble Sort,Random list,4608,7.03696767489
Bubble Sort,Repetitions list,4608,11.6016740799
Bubble Sort,Sorted list,4608,7.04541881879
Bubble Sort,Sorted rep. list,4608,11.6107956568
Insertion Sort,Random list,4608,2.72171974182
Insertion Sort,Repetitions list,4608,2.67654339472
Insertion Sort,Sorted list,4608,2.72215255102
